"lugar";"nombre";"rio";"año";"caudal_medio_anual";"codigo_de_estacion";"sistema";"cuenca"
"MIRANDA";"MIRANDA";"MIRANDA";"1981";"0.44";"1005";"Sistema Var ias Cerradas";"CuencaVarias del Velazco"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1971";"1.62";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1972";"0.4";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1973";"0.52";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1974";"0.36";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1975";"0.34";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1976";"0.34";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1977";"0.44";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1978";"0.79";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1979";"2.12";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1980";"1.04";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE LOS INDIOS";"DIQUE LOS INDIOS";"HUACO";"1981";"1.09";"1006";"Sistema Var ias Cerradas";"Cuencadel Río Abaucán"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1970";"0.05";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1971";"0.09";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1972";"0.35";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1973";"0.29";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1975";"0.12";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1976";"0.11";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1977";"0.75";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1978";"0.45";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1979";"0.48";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1980";"0.34";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1981";"0.32";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1982";"0.18";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1983";"0.23";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1984";"0.38";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"DIQUE ANZULON";"DIQUE ANZULON";"ANZULON";"1985";"1.16";"1007";"Sistema Var ias Cerradas";"Cuencas Varias de las Salinas Grandes"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1970";"8.23";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1971";"6.72";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1972";"27.05";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1973";"39.39";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1974";"20.27";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1975";"15.32";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1976";"12.73";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1977";"28.46";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1978";"38.84";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1979";"26.18";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1980";"28.07";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1981";"20.55";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1982";"21.29";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1983";"33.00";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1984";"45.6";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1985";"28.43";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1986";"16.55";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1987";"69.31";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1988";"48.35";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1989";"21.3";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1990";"12.02";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1991";"25.42";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1992";"33.39";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1993";"27.12";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1994";"20.33";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1995";"11.28";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1996";"8.17";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1997";"23.1";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1998";"34.72";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"1999";"18.44";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"EL HORCAJO";"EL HORCAJO";"BLANCO";"2000";"9.25";"1201";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1970";"4.25";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1971";"3.33";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1972";"14.33";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1973";"20.58";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1974";"10.08";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1975";"7.92";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1976";"5.75";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1977";"11.33";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1978";"18.58";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1979";"12.75";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1980";"12.08";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1981";"9.67";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1982";"13.75";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1983";"19.25";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1984";"22.9";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1985";"9.33";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1986";"11.08";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"CASTAÑO NUEVO";"CASTAÑO NUEVO";"CASTAÑO";"1987";"11.88";"1202";"Sistema Río Colorado";"Cuencadel Río San Juan"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1970";"4.26";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1971";"3.76";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1972";"8.92";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1973";"13.86";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1974";"6.93";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1975";"6.19";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1976";"6.03";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1977";"8.28";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1978";"9.28";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1979";"8.98";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1980";"8.65";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1981";"9.91";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1982";"8.96";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1983";"12.3";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1984";"19.02";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1985";"13.17";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1986";"10.48";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1987";"25.35";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1988";"19.66";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1989";"11.43";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"PACHIMOCO";"PACHIMOCO";"JACHAL";"1990";"11.03";"1204";"Sistema Río Colorado";"Cuencadel Río Jachal"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1970";"13.08";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1971";"9.91";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1972";"17.78";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1973";"31.29";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1974";"17.99";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1975";"15.75";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1976";"9.37";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1977";"21.68";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1978";"29.09";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1979";"23.87";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1980";"22.8";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1981";"16.52";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1982";"16.00";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1983";"33.83";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1984";"27.85";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1985";"21.88";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1986";"14.61";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1987";"38.69";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1988";"32.26";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1989";"15.23";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1990";"13.22";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1991";"18.11";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1992";"29.16";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1993";"21.04";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1994";"18.48";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1995";"13.11";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1996";"7.09";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1997";"18.13";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1998";"22.71";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"1999";"16.44";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2000";"19.47";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2001";"24.11";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2002";"20.97";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2003";"24.27";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2004";"13.65";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2005";"22.1";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2006";"35.01";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2007";"22.88";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2008";"24.02";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2009";"19.75";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2010";"12.19";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2011";"8.53";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2012";"9.74";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2013";"10.06";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2014";"8.7";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2015";"10.73";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2016";"22.52";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2017";"14.09";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2018";"7.37";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2019";"7.41";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"ALVAREZ CONDARCO";"ALVAREZ CONDARCO";"DE LOS PATOS";"2020";"6.15";"1205";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1970";"21.32";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1971";"16.63";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1972";"44.72";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1973";"70.78";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1974";"38.27";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1975";"31.09";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1976";"22.1";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1977";"50.14";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1978";"67.91";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1979";"50.06";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1980";"50.85";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1981";"37.1";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1982";"37.31";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1983";"72.22";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1984";"73.46";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1985";"50.33";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1986";"48.06";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1987";"107.21";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1988";"80.64";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1989";"36.59";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1990";"25.26";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1991";"43.35";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1992";"62.71";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1993";"48.18";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1994";"38.79";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1995";"24.42";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1996";"15.24";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1997";"41.19";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1998";"57.46";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"1999";"34.89";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2000";"24.85";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2001";"47.00";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2002";"70.98";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2003";"65.11";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2004";"33.3";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2005";"27.39";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2010";"17.51";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2011";"17.75";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
"LA PLATEADA";"LA PLATEADA";"DE LOS PATOS";"2012";"22.36";"1206";"Sistema Río Colorado";"Cuencadel Río San Juan"
